trial	hash	status	op	score	ann_sharpe	hold_sharpe	ann_roi	max_dd	win_d	improvement_pct	profit_target	stop_loss	apply_dtes	apply_tiers	apply_sides
160	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
161	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
162	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
163	bb91681	discard	swap_tiers	10.8275	10.870	11.220	53180.85	0.12	95.41	-3.1	9999	150	1,2,3	aggressive	call,put
164	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
165	ec3829a	discard	toggle_dte	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2	conservative	call,put
166	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
167	d001a04	discard	swap_tiers	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	call,put
168	c8a217a	discard	swap_tiers	10.3399	10.504	11.220	46249.20	0.47	96.94	-6.4	9999	150	1,2,3	conservative,moderate	call,put
169	c8a217a	discard	swap_tiers	10.3399	10.504	11.220	46249.20	0.47	96.94	-6.4	9999	150	1,2,3	conservative,moderate	call,put
170	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
171	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
172	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
173	ec3829a	discard	toggle_dte	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2	conservative	call,put
174	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
175	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
176	13c7397	discard	swap_tiers	10.6175	10.774	11.220	48850.67	0.44	97.55	-4.0	9999	150	1,2,3	moderate	call,put
177	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
178	54315da	discard	swap_tiers	8.5919	9.116	11.220	39856.31	1.72	86.85	-18.8	9999	150	1,2,3	aggressive,conservative,moderate	call,put
179	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
180	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
181	d001a04	discard	swap_tiers	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	call,put
182	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
183	d001a04	discard	swap_tiers	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	call,put
184	073f30b	discard	toggle_dte	11.7677	11.768	11.220	56671.78	0.00	100.00	+4.9	9999	150	0,1,2,3	conservative	call,put
185	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
186	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
187	3bf7515	discard	toggle_dte	11.4620	11.462	11.220	58075.31	0.00	100.00	+2.2	9999	150	2,3	conservative	call,put
188	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
189	bb91681	discard	swap_tiers	10.8275	10.870	11.220	53180.85	0.12	95.41	-3.1	9999	150	1,2,3	aggressive	call,put
190	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
191	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
192	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
193	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
194	bb91681	discard	swap_tiers	10.8275	10.870	11.220	53180.85	0.12	95.41	-3.1	9999	150	1,2,3	aggressive	call,put
195	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
196	ec3829a	discard	toggle_dte	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2	conservative	call,put
197	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
198	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
199	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
200	13c7397	discard	swap_tiers	10.6175	10.774	11.220	48850.67	0.44	97.55	-4.0	9999	150	1,2,3	moderate	call,put
201	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
202	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
203	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
204	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
205	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
206	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
207	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
208	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
209	ec3829a	discard	toggle_dte	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2	conservative	call,put
210	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
211	c8a217a	discard	swap_tiers	10.3399	10.504	11.220	46249.20	0.47	96.94	-6.4	9999	150	1,2,3	conservative,moderate	call,put
212	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
213	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
214	3bf7515	discard	toggle_dte	11.4620	11.462	11.220	58075.31	0.00	100.00	+2.2	9999	150	2,3	conservative	call,put
215	54315da	discard	swap_tiers	8.5919	9.116	11.220	39856.31	1.72	86.85	-18.8	9999	150	1,2,3	aggressive,conservative,moderate	call,put
216	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
217	3bf7515	discard	toggle_dte	11.4620	11.462	11.220	58075.31	0.00	100.00	+2.2	9999	150	2,3	conservative	call,put
218	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
219	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
220	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
221	bb91681	discard	swap_tiers	10.8275	10.870	11.220	53180.85	0.12	95.41	-3.1	9999	150	1,2,3	aggressive	call,put
222	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
223	54315da	discard	swap_tiers	8.5919	9.116	11.220	39856.31	1.72	86.85	-18.8	9999	150	1,2,3	aggressive,conservative,moderate	call,put
224	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
225	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
226	ec3829a	discard	toggle_dte	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2	conservative	call,put
227	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
228	82dccea	discard	toggle_dte	11.6415	11.641	11.220	58470.70	0.00	100.00	+3.8	9999	150	1,3	conservative	call,put
229	073f30b	discard	toggle_dte	11.7677	11.768	11.220	56671.78	0.00	100.00	+4.9	9999	150	0,1,2,3	conservative	call,put
230	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
231	c8a217a	discard	swap_tiers	10.3399	10.504	11.220	46249.20	0.47	96.94	-6.4	9999	150	1,2,3	conservative,moderate	call,put
232	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
233	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
234	54315da	discard	swap_tiers	8.5919	9.116	11.220	39856.31	1.72	86.85	-18.8	9999	150	1,2,3	aggressive,conservative,moderate	call,put
235	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
236	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
237	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
238	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
239	bb91681	discard	swap_tiers	10.8275	10.870	11.220	53180.85	0.12	95.41	-3.1	9999	150	1,2,3	aggressive	call,put
240	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
241	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
242	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
243	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
244	13c7397	discard	swap_tiers	10.6175	10.774	11.220	48850.67	0.44	97.55	-4.0	9999	150	1,2,3	moderate	call,put
245	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
246	fb98612	discard	shift_stop_loss	11.6954	11.695	11.220	57654.03	0.00	100.00	+4.2	9999	200	1,2,3	conservative	call,put
247	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
248	d001a04	discard	swap_tiers	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	call,put
249	29441d7	discard	shift_stop_loss	11.7438	11.744	11.220	56609.38	0.00	100.00	+4.7	9999	100	1,2,3	conservative	call,put
250	845b556	discard	swap_tiers	9.5982	9.831	11.220	42457.78	0.71	88.38	-12.4	9999	150	1,2,3	aggressive,moderate	call,put
251	a8af62c	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	150	1,2,3	conservative	call
252	8940ca8	discard	toggle_side	11.7846	11.785	11.220	56972.27	0.00	100.00	+5.0	9999	150	1,2,3	conservative	put
