dte,band,band_description,time_pst,time_et,time_bucket_id,time_bucket,spread_type,flow_mode,flow_description,spread_width,n_trades,win_rate_pct,avg_credit,avg_max_risk,roi_pct,avg_pnl,total_pnl,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days,pass_win_rate,pass_roi,pass_min_trades,pass_sharpe,pass_avg_pnl,successful
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),300,12,91.7,5061.17,27022.17,18.73,477.83,5734.0,435.0,-4080.0,2440.0,1630.99,0.293,0.0,True,True,True,True,True,True
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,with_flow,Follow momentum (trade direction of market move),300,10,100.0,2370.1,27629.9,8.58,202.8,2028.0,107.5,10.0,1098.0,334.08,0.607,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),300,13,92.3,2346.92,27501.15,8.53,1516.15,19710.0,3139.0,-9825.0,5287.0,3890.33,0.39,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),300,13,92.3,2346.92,27501.15,8.53,1516.15,19710.0,3139.0,-9825.0,5287.0,3890.33,0.39,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),300,13,92.3,2404.08,29194.08,8.23,1643.62,21367.0,2065.0,-5378.0,4665.0,2402.49,0.684,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),300,13,92.3,2404.08,29194.08,8.23,1643.62,21367.0,2065.0,-5378.0,4665.0,2402.49,0.684,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),300,18,94.4,2375.61,29442.67,8.07,1892.11,34058.0,1829.0,-2913.0,4662.0,1847.89,1.024,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),300,18,94.4,2375.61,29442.67,8.07,1892.11,34058.0,1829.0,-2913.0,4662.0,1847.89,1.024,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),150,67,86.6,1140.9,15391.75,7.41,124.39,8334.0,609.0,-14560.0,4127.0,3067.83,0.041,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),150,67,86.6,1140.9,15391.75,7.41,124.39,8334.0,609.0,-14560.0,4127.0,3067.83,0.041,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),300,13,92.3,2055.23,28974.23,7.09,1752.15,22778.0,1990.0,-2545.0,3977.0,1801.18,0.973,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),300,13,92.3,2055.23,28974.23,7.09,1752.15,22778.0,1990.0,-2545.0,3977.0,1801.18,0.973,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),300,14,100.0,2075.5,29495.57,7.04,2075.5,29057.0,1631.5,289.0,5390.0,1617.76,1.283,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),300,14,100.0,2075.5,29495.57,7.04,2075.5,29057.0,1631.5,289.0,5390.0,1617.76,1.283,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),200,65,87.7,1467.38,20839.45,7.04,342.68,22274.0,798.0,-19483.0,5669.0,3614.74,0.095,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),200,65,87.7,1467.38,20839.45,7.04,342.68,22274.0,798.0,-19483.0,5669.0,3614.74,0.095,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),250,59,88.1,1778.1,25288.71,7.03,454.27,26802.0,1070.0,-24425.0,6114.0,4345.47,0.105,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),250,59,88.1,1778.1,25288.71,7.03,454.27,26802.0,1070.0,-24425.0,6114.0,4345.47,0.105,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),100,65,90.8,737.42,10810.46,6.82,63.54,4130.0,421.0,-9511.0,4335.0,2349.58,0.027,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),100,65,90.8,737.42,10810.46,6.82,63.54,4130.0,421.0,-9511.0,4335.0,2349.58,0.027,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),250,49,91.8,1732.92,25781.08,6.72,1238.18,60671.0,1080.0,-7216.0,7175.0,2329.57,0.532,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),250,49,91.8,1732.92,25781.08,6.72,1238.18,60671.0,1080.0,-7216.0,7175.0,2329.57,0.532,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),200,60,90.0,1369.63,21298.9,6.43,465.6,27936.0,732.0,-18194.0,5930.0,3423.87,0.136,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),200,60,90.0,1369.63,21298.9,6.43,465.6,27936.0,732.0,-18194.0,5930.0,3423.87,0.136,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),150,64,90.6,1044.92,16340.55,6.39,275.52,17633.0,604.5,-13540.0,4945.0,2789.59,0.099,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),150,64,90.6,1044.92,16340.55,6.39,275.52,17633.0,604.5,-13540.0,4945.0,2789.59,0.099,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),250,43,95.3,1575.53,25665.19,6.14,1132.84,48712.0,995.0,-6124.0,4558.0,1933.83,0.586,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),250,43,95.3,1575.53,25665.19,6.14,1132.84,48712.0,995.0,-6124.0,4558.0,1933.83,0.586,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,with_flow,Follow momentum (trade direction of market move),50,20,100.0,296.85,5203.15,5.71,296.85,5937.0,131.0,15.0,3470.0,753.53,0.394,0.0,True,True,True,True,True,True
0,P95,95th pct | strikes at 2.5th/97.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),call_spread,with_flow,Follow momentum (trade direction of market move),300,13,92.3,1542.15,28188.62,5.47,939.85,12218.0,935.0,-1916.0,3090.0,1281.84,0.733,0.0,True,True,True,True,True,True
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,with_flow,Follow momentum (trade direction of market move),250,16,93.8,1398.88,26288.62,5.32,44.31,709.0,54.5,-906.0,385.0,279.7,0.158,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),250,44,93.2,1357.89,25925.14,5.24,323.73,14244.0,763.0,-29483.0,4142.0,4898.32,0.066,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),250,44,93.2,1357.89,25925.14,5.24,323.73,14244.0,763.0,-29483.0,4142.0,4898.32,0.066,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),150,60,93.3,860.67,16625.43,5.18,276.73,16604.0,535.5,-15618.0,3257.0,2558.2,0.108,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),150,60,93.3,860.67,16625.43,5.18,276.73,16604.0,535.5,-15618.0,3257.0,2558.2,0.108,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),250,39,97.4,1354.59,26405.23,5.13,1295.62,50529.0,873.0,-1663.0,5485.0,1384.89,0.936,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),250,39,97.4,1354.59,26405.23,5.13,1295.62,50529.0,873.0,-1663.0,5485.0,1384.89,0.936,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),200,57,94.7,1103.95,21784.14,5.07,419.11,23889.0,659.0,-19547.0,4291.0,3145.24,0.133,0.0,True,True,True,True,True,True
0,P97,97th pct | strikes at 1.5th/98.5th of 100d moves,06:40,09:40,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),200,57,94.7,1103.95,21784.14,5.07,419.11,23889.0,659.0,-19547.0,4291.0,3145.24,0.133,0.0,True,True,True,True,True,True
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),50,24,91.7,2236.54,8284.29,27.0,-305.12,-7323.0,50.0,-5907.0,545.0,1476.13,-0.207,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),50,25,88.0,2680.0,10340.0,25.92,-360.0,-9000.0,10.0,-4997.0,230.0,1262.54,-0.285,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),50,19,89.5,2698.58,11327.74,23.82,-459.32,-8727.0,16.0,-4998.0,56.0,1445.86,-0.318,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),50,24,91.7,2189.12,9373.38,23.35,-310.88,-7461.0,31.5,-4853.0,442.0,1288.36,-0.241,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),300,14,85.7,4843.57,23585.0,20.54,-227.86,-3190.0,69.0,-3975.0,330.0,1112.56,-0.205,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),100,30,90.0,2243.1,12940.23,17.33,-456.9,-13707.0,14.0,-9957.0,152.0,1942.31,-0.235,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),300,11,81.8,4689.0,27129.18,17.28,-2329.18,-25621.0,40.0,-22088.0,183.0,6670.16,-0.349,0.0,False,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),100,28,92.9,2080.36,12419.64,16.75,-276.79,-7750.0,154.0,-10527.0,1225.0,2196.3,-0.126,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),300,12,91.7,4352.5,26564.17,16.38,-230.83,-2770.0,82.5,-4080.0,282.0,1216.2,-0.19,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),100,21,90.5,2454.29,15188.57,16.16,-640.95,-13460.0,17.0,-9980.0,115.0,2320.05,-0.276,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),100,26,92.3,2056.42,12828.19,16.03,-443.58,-11533.0,45.5,-9835.0,562.0,2086.59,-0.213,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),150,27,88.9,2518.81,16758.96,15.03,-666.37,-17992.0,35.0,-14932.0,390.0,2959.53,-0.225,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,with_flow,Follow momentum (trade direction of market move),300,6,100.0,3837.5,26162.5,14.67,225.33,1352.0,60.0,10.0,1098.0,429.65,0.524,0.0,True,True,False,True,True,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),250,21,85.7,3248.62,23299.0,13.94,-951.38,-19979.0,77.0,-17102.0,330.0,3809.58,-0.25,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),50,61,90.2,1188.56,8748.2,13.59,-284.39,-17348.0,41.0,-5453.0,987.0,1292.03,-0.22,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),50,61,90.2,1188.56,8748.2,13.59,-284.39,-17348.0,41.0,-5453.0,987.0,1292.03,-0.22,0.0,True,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),150,27,92.6,2243.74,16700.7,13.44,-385.89,-10419.0,234.0,-15260.0,1540.0,3117.94,-0.124,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),50,50,94.0,1242.04,9546.4,13.01,-77.96,-3898.0,60.5,-4774.0,616.0,919.64,-0.085,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),50,50,94.0,1242.04,9546.4,13.01,-77.96,-3898.0,60.5,-4774.0,616.0,919.64,-0.085,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),150,24,91.7,2265.5,17484.5,12.96,-817.83,-19628.0,85.5,-18670.0,662.0,3901.67,-0.21,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),06:50,09:50,A,A (06:30-06:50 PST / 09:30-09:50 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),200,26,88.5,2619.73,20572.58,12.73,-772.58,-20087.0,35.5,-17102.0,255.0,3427.38,-0.225,0.0,True,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),50,55,94.5,1120.35,8955.53,12.51,-60.38,-3321.0,101.0,-5687.0,1134.0,1101.38,-0.055,0.0,True,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),50,55,94.5,1120.35,8955.53,12.51,-60.38,-3321.0,101.0,-5687.0,1134.0,1101.38,-0.055,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),250,16,87.5,3253.81,26433.69,12.31,-1571.19,-25139.0,46.0,-22088.0,183.0,5568.69,-0.282,0.0,True,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),250,22,90.9,2951.0,24185.36,12.2,-685.36,-15078.0,390.0,-23811.0,2334.0,5297.08,-0.129,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),250,18,88.9,3047.56,25174.67,12.11,-1396.89,-25144.0,122.0,-24572.0,702.0,5874.97,-0.238,0.0,True,True,True,False,False,False
0,P98,98th pct | strikes at 1.0th/99.0th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),200,26,92.3,2447.31,20302.69,12.05,-437.31,-11370.0,303.5,-18985.0,1940.0,3925.72,-0.111,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),150,21,90.5,2470.52,20648.52,11.96,-862.81,-18119.0,45.0,-14962.0,155.0,3353.73,-0.257,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),50,50,94.0,1213.32,10740.28,11.3,-106.68,-5334.0,25.0,-4942.0,840.0,940.77,-0.113,0.0,True,True,True,False,False,False
0,P100,100th pct | strikes at 0th/100th of 100d moves (widest),07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),50,50,94.0,1213.32,10740.28,11.3,-106.68,-5334.0,25.0,-4942.0,840.0,940.77,-0.113,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),put_spread,against_flow,Fade momentum (trade opposite to market move),200,23,91.3,2389.35,21284.57,11.23,-958.48,-22045.0,100.0,-21625.0,702.0,4594.83,-0.209,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,against_flow,Fade momentum (trade opposite to market move),100,50,94.0,1541.64,13843.3,11.14,-18.36,-918.0,163.0,-9645.0,1348.0,1568.87,-0.012,0.0,True,True,True,False,False,False
0,P99,99th pct | strikes at 0.5th/99.5th of 100d moves,07:00,10:00,B,B (07:00-08:45 PST / 10:00-11:45 ET),iron_condor,with_flow,Follow momentum (trade direction of market move),100,50,94.0,1541.64,13843.3,11.14,-18.36,-918.0,163.0,-9645.0,1348.0,1568.87,-0.012,0.0,True,True,True,False,False,False
